"Notes"	"Cause of death"	"Cause of death Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"20-24 years"	"20-24"	"Male"	"M"	12	9492814	0.1 (Unreliable)
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"25-34 years"	"25-34"	"Male"	"M"	26	20233316	0.1
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"35-44 years"	"35-44"	"Male"	"M"	28	22407073	0.1
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"45-54 years"	"45-54"	"Male"	"M"	29	17945514	0.2
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"55-64 years"	"55-64"	"Male"	"M"	21	11399263	0.2
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"65-74 years"	"65-74"	"Male"	"M"	11	8293485	0.1 (Unreliable)
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	"35-44 years"	"35-44"	"Male"	"M"	10	22407073	0.0 (Unreliable)
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"25-34 years"	"25-34"	"Male"	"M"	20	20233316	0.1
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"35-44 years"	"35-44"	"Male"	"M"	28	22407073	0.1
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"45-54 years"	"45-54"	"Male"	"M"	28	17945514	0.2
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"55-64 years"	"55-64"	"Male"	"M"	20	11399263	0.2
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"65-74 years"	"65-74"	"Male"	"M"	18	8293485	0.2 (Unreliable)
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"25-34 years"	"25-34"	"Male"	"M"	11	20233316	0.1 (Unreliable)
	"Helicopter accident injuring occupant"	"V95.0"	"25-34 years"	"25-34"	"Male"	"M"	26	20233316	0.1
	"Helicopter accident injuring occupant"	"V95.0"	"45-54 years"	"45-54"	"Male"	"M"	12	17945514	0.1 (Unreliable)
	"Accident to other private fixed-wing aircraft, injuring occupant"	"V95.2"	"45-54 years"	"45-54"	"Male"	"M"	11	17945514	0.1 (Unreliable)
	"Accident to other private fixed-wing aircraft, injuring occupant"	"V95.2"	"65-74 years"	"65-74"	"Male"	"M"	10	8293485	0.1 (Unreliable)
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"20-24 years"	"20-24"	"Male"	"M"	15	9492814	0.2 (Unreliable)
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"25-34 years"	"25-34"	"Female"	"F"	16	19945090	0.1 (Unreliable)
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"25-34 years"	"25-34"	"Male"	"M"	46	20233316	0.2
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"35-44 years"	"35-44"	"Female"	"F"	21	22669604	0.1
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"35-44 years"	"35-44"	"Male"	"M"	83	22407073	0.4
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"45-54 years"	"45-54"	"Female"	"F"	22	18632305	0.1
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"45-54 years"	"45-54"	"Male"	"M"	82	17945514	0.5
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"55-64 years"	"55-64"	"Male"	"M"	78	11399263	0.7
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"65-74 years"	"65-74"	"Male"	"M"	41	8293485	0.5
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"75-84 years"	"75-84"	"Male"	"M"	10	4813716	0.2 (Unreliable)
	"Parachutist injured in air transport accident"	"V97.2"	"25-34 years"	"25-34"	"Male"	"M"	10	20233316	0.0 (Unreliable)
	"Fall on same level involving ice and snow"	"W00"	"75-84 years"	"75-84"	"Male"	"M"	16	4813716	0.3 (Unreliable)
	"Fall on same level involving ice and snow"	"W00"	"85+ years"	"85+"	"Male"	"M"	14	1193310	1.2 (Unreliable)
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"45-54 years"	"45-54"	"Female"	"F"	15	18632305	0.1 (Unreliable)
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"45-54 years"	"45-54"	"Male"	"M"	16	17945514	0.1 (Unreliable)
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"55-64 years"	"55-64"	"Female"	"F"	13	12378763	0.1 (Unreliable)
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"55-64 years"	"55-64"	"Male"	"M"	10	11399263	0.1 (Unreliable)
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"65-74 years"	"65-74"	"Female"	"F"	40	10125424	0.4
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"65-74 years"	"65-74"	"Male"	"M"	44	8293485	0.5
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"75-84 years"	"75-84"	"Female"	"F"	124	7411198	1.7
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"75-84 years"	"75-84"	"Male"	"M"	95	4813716	2.0
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"85+ years"	"85+"	"Female"	"F"	141	2960708	4.8
	"Fall on same level from slipping, tripping and stumbling"	"W01"	"85+ years"	"85+"	"Male"	"M"	100	1193310	8.4
	"Fall involving wheelchair"	"W05"	"65-74 years"	"65-74"	"Female"	"F"	13	10125424	0.1 (Unreliable)
	"Fall involving wheelchair"	"W05"	"65-74 years"	"65-74"	"Male"	"M"	14	8293485	0.2 (Unreliable)
	"Fall involving wheelchair"	"W05"	"75-84 years"	"75-84"	"Female"	"F"	23	7411198	0.3
	"Fall involving wheelchair"	"W05"	"75-84 years"	"75-84"	"Male"	"M"	27	4813716	0.6
	"Fall involving wheelchair"	"W05"	"85+ years"	"85+"	"Female"	"F"	57	2960708	1.9
	"Fall involving wheelchair"	"W05"	"85+ years"	"85+"	"Male"	"M"	20	1193310	1.7
	"Fall involving bed"	"W06"	"65-74 years"	"65-74"	"Female"	"F"	13	10125424	0.1 (Unreliable)
	"Fall involving bed"	"W06"	"65-74 years"	"65-74"	"Male"	"M"	24	8293485	0.3
	"Fall involving bed"	"W06"	"75-84 years"	"75-84"	"Female"	"F"	65	7411198	0.9
	"Fall involving bed"	"W06"	"75-84 years"	"75-84"	"Male"	"M"	67	4813716	1.4
	"Fall involving bed"	"W06"	"85+ years"	"85+"	"Female"	"F"	146	2960708	4.9
	"Fall involving bed"	"W06"	"85+ years"	"85+"	"Male"	"M"	47	1193310	3.9
	"Fall involving chair"	"W07"	"65-74 years"	"65-74"	"Female"	"F"	11	10125424	0.1 (Unreliable)
	"Fall involving chair"	"W07"	"65-74 years"	"65-74"	"Male"	"M"	11	8293485	0.1 (Unreliable)
	"Fall involving chair"	"W07"	"75-84 years"	"75-84"	"Female"	"F"	29	7411198	0.4
	"Fall involving chair"	"W07"	"75-84 years"	"75-84"	"Male"	"M"	22	4813716	0.5
	"Fall involving chair"	"W07"	"85+ years"	"85+"	"Female"	"F"	62	2960708	2.1
	"Fall involving chair"	"W07"	"85+ years"	"85+"	"Male"	"M"	23	1193310	1.9
	"Fall on and from stairs and steps"	"W10"	"25-34 years"	"25-34"	"Male"	"M"	23	20233316	0.1
	"Fall on and from stairs and steps"	"W10"	"35-44 years"	"35-44"	"Female"	"F"	19	22669604	0.1 (Unreliable)
	"Fall on and from stairs and steps"	"W10"	"35-44 years"	"35-44"	"Male"	"M"	49	22407073	0.2
	"Fall on and from stairs and steps"	"W10"	"45-54 years"	"45-54"	"Female"	"F"	26	18632305	0.1
	"Fall on and from stairs and steps"	"W10"	"45-54 years"	"45-54"	"Male"	"M"	87	17945514	0.5
	"Fall on and from stairs and steps"	"W10"	"55-64 years"	"55-64"	"Female"	"F"	54	12378763	0.4
	"Fall on and from stairs and steps"	"W10"	"55-64 years"	"55-64"	"Male"	"M"	92	11399263	0.8
	"Fall on and from stairs and steps"	"W10"	"65-74 years"	"65-74"	"Female"	"F"	108	10125424	1.1
	"Fall on and from stairs and steps"	"W10"	"65-74 years"	"65-74"	"Male"	"M"	146	8293485	1.8
	"Fall on and from stairs and steps"	"W10"	"75-84 years"	"75-84"	"Female"	"F"	233	7411198	3.1
	"Fall on and from stairs and steps"	"W10"	"75-84 years"	"75-84"	"Male"	"M"	257	4813716	5.3
	"Fall on and from stairs and steps"	"W10"	"85+ years"	"85+"	"Female"	"F"	162	2960708	5.5
	"Fall on and from stairs and steps"	"W10"	"85+ years"	"85+"	"Male"	"M"	136	1193310	11.4
	"Fall on and from ladder"	"W11"	"25-34 years"	"25-34"	"Male"	"M"	10	20233316	0.0 (Unreliable)
	"Fall on and from ladder"	"W11"	"35-44 years"	"35-44"	"Male"	"M"	24	22407073	0.1
	"Fall on and from ladder"	"W11"	"45-54 years"	"45-54"	"Male"	"M"	37	17945514	0.2
	"Fall on and from ladder"	"W11"	"55-64 years"	"55-64"	"Male"	"M"	58	11399263	0.5
	"Fall on and from ladder"	"W11"	"65-74 years"	"65-74"	"Male"	"M"	68	8293485	0.8
	"Fall on and from ladder"	"W11"	"75-84 years"	"75-84"	"Male"	"M"	70	4813716	1.5
	"Fall on and from ladder"	"W11"	"85+ years"	"85+"	"Male"	"M"	33	1193310	2.8
	"Fall on and from scaffolding"	"W12"	"25-34 years"	"25-34"	"Male"	"M"	11	20233316	0.1 (Unreliable)
	"Fall on and from scaffolding"	"W12"	"35-44 years"	"35-44"	"Male"	"M"	10	22407073	0.0 (Unreliable)
	"Fall on and from scaffolding"	"W12"	"45-54 years"	"45-54"	"Male"	"M"	15	17945514	0.1 (Unreliable)
	"Fall from, out of or through building or structure"	"W13"	"15-19 years"	"15-19"	"Male"	"M"	20	10323033	0.2
	"Fall from, out of or through building or structure"	"W13"	"20-24 years"	"20-24"	"Male"	"M"	21	9492814	0.2
	"Fall from, out of or through building or structure"	"W13"	"25-34 years"	"25-34"	"Male"	"M"	70	20233316	0.3
	"Fall from, out of or through building or structure"	"W13"	"35-44 years"	"35-44"	"Male"	"M"	83	22407073	0.4
	"Fall from, out of or through building or structure"	"W13"	"45-54 years"	"45-54"	"Male"	"M"	64	17945514	0.4
	"Fall from, out of or through building or structure"	"W13"	"55-64 years"	"55-64"	"Male"	"M"	61	11399263	0.5
	"Fall from, out of or through building or structure"	"W13"	"65-74 years"	"65-74"	"Male"	"M"	48	8293485	0.6
	"Fall from, out of or through building or structure"	"W13"	"75-84 years"	"75-84"	"Female"	"F"	20	7411198	0.3
	"Fall from, out of or through building or structure"	"W13"	"75-84 years"	"75-84"	"Male"	"M"	48	4813716	1.0
	"Fall from, out of or through building or structure"	"W13"	"85+ years"	"85+"	"Female"	"F"	35	2960708	1.2
	"Fall from, out of or through building or structure"	"W13"	"85+ years"	"85+"	"Male"	"M"	23	1193310	1.9
	"Fall from tree"	"W14"	"35-44 years"	"35-44"	"Male"	"M"	10	22407073	0.0 (Unreliable)
	"Fall from tree"	"W14"	"55-64 years"	"55-64"	"Male"	"M"	19	11399263	0.2 (Unreliable)
	"Fall from tree"	"W14"	"65-74 years"	"65-74"	"Male"	"M"	17	8293485	0.2 (Unreliable)
	"Fall from cliff"	"W15"	"15-19 years"	"15-19"	"Male"	"M"	11	10323033	0.1 (Unreliable)
	"Fall from cliff"	"W15"	"20-24 years"	"20-24"	"Male"	"M"	10	9492814	0.1 (Unreliable)
	"Fall from cliff"	"W15"	"25-34 years"	"25-34"	"Male"	"M"	14	20233316	0.1 (Unreliable)
	"Fall from cliff"	"W15"	"35-44 years"	"35-44"	"Male"	"M"	15	22407073	0.1 (Unreliable)
	"Diving or jumping into water causing injury other than drowning or submersion"	"W16"	"35-44 years"	"35-44"	"Male"	"M"	12	22407073	0.1 (Unreliable)
	"Other fall from one level to another"	"W17"	"1-4 years"	"1-4"	"Male"	"M"	11	7846168	0.1 (Unreliable)
	"Other fall from one level to another"	"W17"	"15-19 years"	"15-19"	"Male"	"M"	23	10323033	0.2
	"Other fall from one level to another"	"W17"	"20-24 years"	"20-24"	"Male"	"M"	26	9492814	0.3
	"Other fall from one level to another"	"W17"	"25-34 years"	"25-34"	"Male"	"M"	65	20233316	0.3
	"Other fall from one level to another"	"W17"	"35-44 years"	"35-44"	"Male"	"M"	92	22407073	0.4
	"Other fall from one level to another"	"W17"	"45-54 years"	"45-54"	"Male"	"M"	69	17945514	0.4
	"Other fall from one level to another"	"W17"	"55-64 years"	"55-64"	"Male"	"M"	50	11399263	0.4
	"Other fall from one level to another"	"W17"	"65-74 years"	"65-74"	"Female"	"F"	14	10125424	0.1 (Unreliable)
	"Other fall from one level to another"	"W17"	"65-74 years"	"65-74"	"Male"	"M"	49	8293485	0.6
	"Other fall from one level to another"	"W17"	"75-84 years"	"75-84"	"Female"	"F"	16	7411198	0.2 (Unreliable)
	"Other fall from one level to another"	"W17"	"75-84 years"	"75-84"	"Male"	"M"	48	4813716	1.0
	"Other fall from one level to another"	"W17"	"85+ years"	"85+"	"Female"	"F"	16	2960708	0.5 (Unreliable)
	"Other fall from one level to another"	"W17"	"85+ years"	"85+"	"Male"	"M"	21	1193310	1.8
	"Other fall on same level"	"W18"	"25-34 years"	"25-34"	"Male"	"M"	10	20233316	0.0 (Unreliable)
	"Other fall on same level"	"W18"	"35-44 years"	"35-44"	"Male"	"M"	20	22407073	0.1
	"Other fall on same level"	"W18"	"45-54 years"	"45-54"	"Male"	"M"	40	17945514	0.2
	"Other fall on same level"	"W18"	"55-64 years"	"55-64"	"Female"	"F"	16	12378763	0.1 (Unreliable)
	"Other fall on same level"	"W18"	"55-64 years"	"55-64"	"Male"	"M"	28	11399263	0.2
	"Other fall on same level"	"W18"	"65-74 years"	"65-74"	"Female"	"F"	24	10125424	0.2
	"Other fall on same level"	"W18"	"65-74 years"	"65-74"	"Male"	"M"	55	8293485	0.7
	"Other fall on same level"	"W18"	"75-84 years"	"75-84"	"Female"	"F"	105	7411198	1.4
	"Other fall on same level"	"W18"	"75-84 years"	"75-84"	"Male"	"M"	113	4813716	2.3
	"Other fall on same level"	"W18"	"85+ years"	"85+"	"Female"	"F"	140	2960708	4.7
	"Other fall on same level"	"W18"	"85+ years"	"85+"	"Male"	"M"	100	1193310	8.4
	"Unspecified fall"	"W19"	"15-19 years"	"15-19"	"Male"	"M"	16	10323033	0.2 (Unreliable)
	"Unspecified fall"	"W19"	"20-24 years"	"20-24"	"Male"	"M"	33	9492814	0.3
	"Unspecified fall"	"W19"	"25-34 years"	"25-34"	"Female"	"F"	21	19945090	0.1
	"Unspecified fall"	"W19"	"25-34 years"	"25-34"	"Male"	"M"	64	20233316	0.3
	"Unspecified fall"	"W19"	"35-44 years"	"35-44"	"Female"	"F"	57	22669604	0.3
	"Unspecified fall"	"W19"	"35-44 years"	"35-44"	"Male"	"M"	194	22407073	0.9
	"Unspecified fall"	"W19"	"45-54 years"	"45-54"	"Female"	"F"	85	18632305	0.5
	"Unspecified fall"	"W19"	"45-54 years"	"45-54"	"Male"	"M"	282	17945514	1.6
	"Unspecified fall"	"W19"	"55-64 years"	"55-64"	"Female"	"F"	123	12378763	1.0
	"Unspecified fall"	"W19"	"55-64 years"	"55-64"	"Male"	"M"	295	11399263	2.6
	"Unspecified fall"	"W19"	"65-74 years"	"65-74"	"Female"	"F"	385	10125424	3.8
	"Unspecified fall"	"W19"	"65-74 years"	"65-74"	"Male"	"M"	523	8293485	6.3
	"Unspecified fall"	"W19"	"75-84 years"	"75-84"	"Female"	"F"	1269	7411198	17.1
	"Unspecified fall"	"W19"	"75-84 years"	"75-84"	"Male"	"M"	1165	4813716	24.2
	"Unspecified fall"	"W19"	"85+ years"	"85+"	"Female"	"F"	2085	2960708	70.4
	"Unspecified fall"	"W19"	"85+ years"	"85+"	"Male"	"M"	1171	1193310	98.1
	"Struck by thrown, projected or falling object"	"W20"	"1-4 years"	"1-4"	"Female"	"F"	11	7493614	0.1 (Unreliable)
	"Struck by thrown, projected or falling object"	"W20"	"1-4 years"	"1-4"	"Male"	"M"	15	7846168	0.2 (Unreliable)
	"Struck by thrown, projected or falling object"	"W20"	"5-9 years"	"5-9"	"Male"	"M"	13	10553842	0.1 (Unreliable)
	"Struck by thrown, projected or falling object"	"W20"	"15-19 years"	"15-19"	"Male"	"M"	30	10323033	0.3
	"Struck by thrown, projected or falling object"	"W20"	"20-24 years"	"20-24"	"Male"	"M"	27	9492814	0.3
	"Struck by thrown, projected or falling object"	"W20"	"25-34 years"	"25-34"	"Male"	"M"	75	20233316	0.4
	"Struck by thrown, projected or falling object"	"W20"	"35-44 years"	"35-44"	"Female"	"F"	11	22669604	0.0 (Unreliable)
	"Struck by thrown, projected or falling object"	"W20"	"35-44 years"	"35-44"	"Male"	"M"	141	22407073	0.6
	"Struck by thrown, projected or falling object"	"W20"	"45-54 years"	"45-54"	"Male"	"M"	138	17945514	0.8
	"Struck by thrown, projected or falling object"	"W20"	"55-64 years"	"55-64"	"Male"	"M"	99	11399263	0.9
	"Struck by thrown, projected or falling object"	"W20"	"65-74 years"	"65-74"	"Male"	"M"	52	8293485	0.6
	"Struck by thrown, projected or falling object"	"W20"	"75-84 years"	"75-84"	"Male"	"M"	24	4813716	0.5
	"Striking against or struck by other objects"	"W22"	"20-24 years"	"20-24"	"Male"	"M"	10	9492814	0.1 (Unreliable)
	"Striking against or struck by other objects"	"W22"	"25-34 years"	"25-34"	"Male"	"M"	19	20233316	0.1 (Unreliable)
	"Striking against or struck by other objects"	"W22"	"35-44 years"	"35-44"	"Male"	"M"	13	22407073	0.1 (Unreliable)
	"Striking against or struck by other objects"	"W22"	"45-54 years"	"45-54"	"Male"	"M"	15	17945514	0.1 (Unreliable)
	"Striking against or struck by other objects"	"W22"	"65-74 years"	"65-74"	"Male"	"M"	12	8293485	0.1 (Unreliable)
	"Striking against or struck by other objects"	"W22"	"75-84 years"	"75-84"	"Male"	"M"	10	4813716	0.2 (Unreliable)
	"Caught, crushed, jammed or pinched in or between objects"	"W23"	"35-44 years"	"35-44"	"Male"	"M"	11	22407073	0.0 (Unreliable)
	"Caught, crushed, jammed or pinched in or between objects"	"W23"	"45-54 years"	"45-54"	"Male"	"M"	21	17945514	0.1
	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	"25-34 years"	"25-34"	"Male"	"M"	23	20233316	0.1
	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	"35-44 years"	"35-44"	"Male"	"M"	42	22407073	0.2
